voiture,prix-dh,lieu,kilometrage,annee-pub,boite-vitesses,carburant,date,puissance-fiscale,vehicule-dedouane,description,lien,nombre-portes,premiere-main,importe-neuf,carrosserie,couleur,vehicule-garantie,voiture_personnalisee
PORSCHE Macan,580000,Casablanca,44000.0,2020,Automatique,Essence,2024-05-03,13.0,0,n/d,"Auto reda met en vente une porsche macan en très bon état avec une garantie sur les 10 000km plus un vidange gratuit de 10 000 km plus frais de dossier avec une possibilité de reprise

pour plus d'information contactez nous soyez les bienvenue chez auto reda

sis a casablanca n-26 rue kotaib ibnou mouslim, ex giflées maarif",3.0,Non,n/d,2020,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447866/porsche-macan-.html,Oui,n/d
HYUNDAI H100,165000,Casablanca,100000.0,2018,Manuelle,Diesel,2024-05-03,10.0,Blanc,Pick up​,"global occaz vous propose un véhicule sûr, répondant à toutes vos exigences et réunissant : nouveauté, confort & sécurité.marque hyundaimodèle h100 2.5 td plateau 2 portesdate de mise en circulation 2018puissance fiscale 10 cvboite à vitesse manuelleenergie dieselkilométrage 100000 kms——————————adresse : 98 boulevard moulay slimane, casablanca 20250.",2.0,Non,n/d,n/d,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/387271/hyundai-h100-25-td-plateau-2-portes.html,Oui,n/d
PEUGEOT 2008,345000,Tetouan,4000.0,2022,Automatique,Diesel,2024-05-03,8.0,0,n/d,Peugeot 2008 gt 2022/10,5.0,Non,n/d,2022,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/419376/peugeot-2008-.html,Oui,n/d
VOLKSWAGEN Golf 8,440000,Tetouan,44000.0,2021,Automatique,Essence,2024-05-03,8.0,0,n/d,Golf 8 gti 2021 inportee neuve,5.0,Oui,n/d,2021,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/422218/volkswagen-golf-8-.html,Non,n/d
VOLKSWAGEN Tiguan,360000,Casablanca,129000.0,2019,Automatique,Diesel,2024-05-03,8.0,0,n/d,"Auto reda met en vente une volkswagen tiguan r line en très bon état avec une garantie sur les 10 000 km plus un vidange gratuit de 10 000km plus frais de dossier avec une possibilité de reprise

pour plus d'information contactez nous soyez les bienvenue chez auto reda

sis a casablanca n-26 rue kotaib ibnou mouslim, ex girflées maarif",3.0,Non,n/d,2019,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447863/volkswagen-tiguan-.html,Oui,n/d
MERCEDES Gle coupe,560000,Casablanca,109000.0,2018,Automatique,Diesel,2024-05-03,12.0,0,n/d,"Auto reda met en vente une mercedes benz class gle coupe pack amg line plus  très bon état avec une garantie sur les 10 000 km plus un vidange gratuit de 10 000km plus frais de dossier avec une possibilité de reprise

pour plus d'information contactez nous soyez les bienvenue chez auto reda

sis a casablanca n-26 rue kotaib ibnou mouslim, ex girflées maarif",0.0,Non,n/d,2018,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447864/mercedes-gle-coupe-.html,Non,n/d
VOLVO Xc60,200000,Casablanca,139000.0,2016,Automatique,Diesel,2024-05-03,9.0,0,n/d,"Auto reda met en vente une volvo xc 60 en très bon état avec une garantie sur les 10 000 km plus un vidange gratuit de 10 000km plus frais de dossier avec une possibilité de reprise

pour plus d'information contactez nous soyez les bienvenue chez auto reda

sis a casablanca n-26 rue kotaib ibnou mouslim, ex girflées maarif",0.0,Non,n/d,2016,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447865/volvo-xc60-.html,Non,n/d
PORSCHE Macan,580000,Casablanca,44000.0,2020,Automatique,Essence,2024-05-03,13.0,0,n/d,"Auto reda met en vente une porsche macan en très bon état avec une garantie sur les 10 000km plus un vidange gratuit de 10 000 km plus frais de dossier avec une possibilité de reprise

pour plus d'information contactez nous soyez les bienvenue chez auto reda

sis a casablanca n-26 rue kotaib ibnou mouslim, ex giflées maarif",3.0,Non,n/d,2020,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447866/porsche-macan-.html,Oui,n/d
LAND-ROVER Range rover evoque,430000,Casablanca,94000.0,2020,Automatique,Diesel,2024-05-03,8.0,0,n/d,"Auto reda met en vente une range rover bb velar r dynamique en très bon état avec un vidange gratuit de 10 000 km plus le frais de dossier avec une possibilité de reprise

pour plus d'informations contactez nous

soyez les bienvenus chez auto reda

sis a casablanca n-26 rue kotaib ibnou mouslim, ex girflées maarif",0.0,Non,n/d,2020,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447867/land-rover-range-rover-evoque-.html,Non,n/d
LEXUS Nx,382000,Casablanca,34000.0,2021,n/d,Hybride,2024-05-03,14.0,0,n/d,"Référence kifal : #veh0000oef
kifal auto s'occupe de la vente d'une lexus nx i - ph2 - 300h 2wd f sport cvt 155ch pour le compte de son client particulier.
la voiture est expertisée suivant 150 points de contrôles et ne présente pas d'accident ou de blocage administratif.
kifal auto n'a pas de garage, la voiture est chez son propriétaire à marrakech.
il n'y a pas de frais pour l'acheteur.
veuillez nous contacter pour plus d'informations ou pour voir le véhicule.

marque : lexus
modele : nx
version : 2021
carburant : hybride
transmission : automatique
kilométrage : 30 000 km
mise en circulation : 05-2021
1ere main : non
origine : ww maroc.",0.0,Non,n/d,2021,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448894/lexus-nx-.html,Non,n/d
MERCEDES Glc,315000,Casablanca,74000.0,2016,n/d,Diesel,2024-05-03,9.0,0,n/d,"Référence kifal : #veh0000s1e
kifal auto s'occupe de la vente d'une mercedes-benz glc i - ph1 - 220 d 4matic 9g-tronic bva 170ch pour le compte de son client particulier.
la voiture est expertisée suivant 150 points de contrôles et ne présente pas d'accident ou de blocage administratif.
kifal auto n'a pas de garage, la voiture est chez son propriétaire à rabat.
il n'y a pas de frais pour l'acheteur.
veuillez nous contacter pour plus d'informations ou pour voir le véhicule.

marque : mercedes-benz
modele : glc
version : 2016
carburant : diesel
transmission : automatique
kilométrage : 70 930 km
mise en circulation : 08-2016
1ere main : non
origine : ww maroc.",0.0,Non,n/d,2016,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448893/mercedes-glc-.html,Non,n/d
FIAT 500x,145000,Casablanca,95000.0,2016,Manuelle,Diesel,2024-05-03,6.0,Noir,Suv et 4x4,Je mets en vente ma voiture personnelle modèle 01/06/2016 1ère main bien entretenue,5.0,Non,n/d,n/d,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448874/fiat-500x-cross.html,Oui,n/d
VOLKSWAGEN Jetta,93000,Casablanca,260000.0,2008,Manuelle,Diesel,2024-05-03,8.0,Noir,Citadine,Bonjour je met en vent une belle voiture jetta 2008 dédouane en 2013 tout option,0.0,Non,n/d,2013,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448873/volkswagen-jetta-.html,Non,n/d
BMW Serie 1,175000,Casablanca,179000.0,2017,Manuelle,Diesel,2024-05-03,6.0,0,n/d,Bmw série 116d 2017 diesel 6cv 179000km,5.0,Non,n/d,2017,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/437029/bmw-serie-1-.html,Oui,n/d
RENAULT Koleos,314000,Casablanca,34000.0,2021,n/d,Diesel,2024-05-03,0.0,0,n/d,renault koleos 2.0 dCi 175 GM3 AK 5RC4P Gen.II Ph1,0.0,Non,n/d,2021,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/442095/renault-koleos-.html,Non,n/d
RENAULT Captur,245000,Casablanca,4000.0,2023,n/d,Diesel,2024-05-03,0.0,0,n/d,renault captur 1.5 dCi 115 Equilibre Gen.II Ph1,0.0,Non,n/d,2023,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/442098/renault-captur-.html,Non,n/d
RENAULT Captur,237000,Casablanca,34000.0,2021,n/d,Diesel,2024-05-03,0.0,0,n/d,renault captur 1.5 dCi 115 Intens Gen.II Ph1,0.0,Non,n/d,2021,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/442099/renault-captur-.html,Non,n/d
DACIA Logan mcv,132000,Casablanca,4000.0,2022,n/d,Essence,2024-05-03,0.0,0,n/d,dacia logan 1.0 Tce 100 CVT Essentiel Gen.III Ph1,0.0,Non,n/d,2022,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/442100/dacia-logan-mcv-.html,Non,n/d
RENAULT Captur,245000,Casablanca,4000.0,2022,n/d,Diesel,2024-05-03,0.0,0,n/d,renault captur 1.5 dCi 115 Intens Gen.II Ph1,0.0,Non,n/d,2022,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/442103/renault-captur-.html,Non,n/d
OPEL Mokka,255000,Casablanca,4000.0,2022,Manuelle,Diesel,2024-05-03,6.0,0,n/d,"Global occaz vous propose un véhicule sûr, répondant à toutes vos exigences et réunissant nouveauté, confort & sécurité.
marque opel   
modèle mokka  
date de mise en circulation 2022
puissance fiscale 06cv
boite à vitesse manuelle  
energie diesel  
kilométrage 962",0.0,Non,n/d,2022,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/436290/opel-mokka-.html,Non,n/d
RENAULT Captur,155000,Casablanca,94000.0,2016,Manuelle,Diesel,2024-05-03,6.0,0,n/d,"Global occaz vous propose un véhicule sûr, répondant à toutes vos exigences et réunissant nouveauté, confort & sécurité.
marque renault 
modèle captur
date de mise en circulation 2016
puissance fiscale 06cv
boite à vitesse manuelle
energie diesel  
kilométrage 92 652",0.0,Non,n/d,2016,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/437130/renault-captur-.html,Non,n/d
OPEL Mokka,225000,Casablanca,4000.0,2022,Manuelle,Diesel,2024-05-03,6.0,0,n/d,"Global occaz vous propose un véhicule sûr, répondant à toutes vos exigences et réunissant nouveauté, confort & sécurité.
marque opel  
modèle mokka  
date de mise en circulation 2022
puissance fiscale 06 cv
boite à vitesse manuelle
energie diesel 
kilométrage  787",0.0,Non,n/d,2022,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/434353/opel-mokka-.html,Non,n/d
MASERATI Ghibli,295000,Casablanca,89000.0,2015,Automatique,Diesel,2024-05-03,12.0,0,n/d,"Global occaz vous propose un véhicule sûr, répondant à toutes vos exigences et réunissant nouveauté, confort & sécurité

marque maserati
modèle ghibli
date de mise en circulation 2015
puissance fiscale 12 cv
boite à vitesse automatique
energie diesel
kilométrage 67 000",0.0,Non,n/d,2015,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/438725/maserati-ghibli-.html,Non,n/d
DACIA Sandero stepway,130000,Casablanca,89000.0,2020,Manuelle,Diesel,2024-05-03,6.0,0,n/d,"Global occaz vous propose un véhicule sûr, répondant à toutes vos exigences et réunissant : nouveauté, confort & sécurité.

marque : dacia

modèle : sandero stepway

date de mise en circulation : 2020

puissance fiscale : 6 cv

boite à vitesse : manuelle

energie : diesel

kilométrage : 88 181 kms",0.0,Non,n/d,2020,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/420046/dacia-sandero-stepway-.html,Non,n/d
AUDI A6,235000,Casablanca,159000.0,2017,n/d,Diesel,2024-05-03,8.0,0,n/d,"Référence kifal : #veh0000pit
kifal auto s'occupe de la vente d'une audi a6 iv - ph2 - 2.0 tdi exclusive s-tronic 7 bvr 190ch pour le compte de son client particulier.
la voiture est expertisée suivant 150 points de contrôles et ne présente pas d'accident ou de blocage administratif.
kifal auto n'a pas de garage, la voiture est chez son propriétaire à agadir.
il n'y a pas de frais pour l'acheteur.
veuillez nous contacter pour plus d'informations ou pour voir le véhicule.

marque : audi
modele : a6
version : 2017
carburant : diesel
transmission : automatique
kilométrage : 150 856 km
mise en circulation : 02-2017
1ere main : non
origine : ww maroc.",0.0,Non,n/d,2017,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/432978/audi-a6-.html,Non,n/d
JAGUAR Xf,232000,Casablanca,119000.0,2016,n/d,Diesel,2024-05-03,8.0,0,n/d,"Référence kifal : #veh0000ppn
kifal auto s'occupe de la vente d'une jaguar xf ii - ph1 - 2.0 i4d r-sport bva 180ch pour le compte de son client particulier.
la voiture est expertisée suivant 150 points de contrôles et ne présente pas d'accident ou de blocage administratif.
kifal auto n'a pas de garage, la voiture est chez son propriétaire à casablanca.
il n'y a pas de frais pour l'acheteur.
veuillez nous contacter pour plus d'informations ou pour voir le véhicule.

marque : jaguar
modele : xf
version : 2016
carburant : diesel
transmission : automatique
kilométrage : 111 861 km
mise en circulation : 08-2016
1ere main : oui
origine : ww maroc.",0.0,Non,n/d,2016,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/432980/jaguar-xf-.html,Non,n/d
MERCEDES Classe s,720000,Casablanca,69000.0,2020,n/d,Diesel,2024-05-03,12.0,0,n/d,"Référence kifal : #veh0000qpa
kifal auto s'occupe de la vente d'une mercedes-benz classe s ii - ph2 - 350d l amg line plus 9g-tronic bva 286ch pour le compte de son client particulier.
la voiture est expertisée suivant 150 points de contrôles et ne présente pas d'accident ou de blocage administratif.
kifal auto n'a pas de garage, la voiture est chez son propriétaire à marrakech.
il n'y a pas de frais pour l'acheteur.
veuillez nous contacter pour plus d'informations ou pour voir le véhicule.

marque : mercedes-benz
modele : classe s
version : 2020
carburant : diesel
transmission : automatique
kilométrage : 69 161 km
mise en circulation : 11-2020
1ere main : oui
origine : ww maroc.",0.0,Non,n/d,n/d,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/438674/mercedes-classe-s-.html,Non,n/d
MERCEDES Classe e coupe,482000,Casablanca,149000.0,2018,n/d,Diesel,2024-05-03,8.0,0,n/d,"Référence kifal : #veh0000qp1
kifal auto s'occupe de la vente d'une mercedes-benz classe e coupé iii - ph1 - 220 d amg line plus 9g-tronic bva 194ch pour le compte de son client particulier.
la voiture est expertisée suivant 150 points de contrôles et ne présente pas d'accident ou de blocage administratif.
kifal auto n'a pas de garage, la voiture est chez son propriétaire à rabat.
il n'y a pas de frais pour l'acheteur.
veuillez nous contacter pour plus d'informations ou pour voir le véhicule.

marque : mercedes-benz
modele : classe e coupé
version : 2018
carburant : diesel
transmission : automatique
kilométrage : 143 739 km
mise en circulation : 01-2018
1ere main : non
origine : importé neuf.",0.0,Non,n/d,2018,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/438686/mercedes-classe-e-coupe-.html,Non,n/d
JEEP Grand cherokee,128000,Casablanca,169000.0,2013,n/d,Diesel,2024-05-03,12.0,0,n/d,"Référence kifal : #veh0000qpg
kifal auto s'occupe de la vente d'une jeep grand cherokee iv - ph1 - 3.0 crd 241 limited bva 241ch pour le compte de son client particulier.
la voiture est expertisée suivant 150 points de contrôles et ne présente pas d'accident ou de blocage administratif.
kifal auto n'a pas de garage, la voiture est chez son propriétaire à casablanca.
il n'y a pas de frais pour l'acheteur.
veuillez nous contacter pour plus d'informations ou pour voir le véhicule.

marque : jeep
modele : grand cherokee
version : 2013
carburant : diesel
transmission : automatique
kilométrage : 160 487 km
mise en circulation : 03-2013
1ere main : oui
origine : ww maroc.",0.0,Non,n/d,2013,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/438687/jeep-grand-cherokee-.html,Non,n/d
JEEP Renegade,180000,Marrakech,80000.0,2018,Automatique,Diesel,2024-05-03,6.0,Noir,n/d,"Je mets ma voiture personnelle à vendre modèle fin 2018, faible kilométrage en très bonne état. prix légèrement négociable",5.0,Non,n/d,n/d,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448870/jeep-renegade-.html,Non,n/d
AUDI A4,120000,Marrakech,206000.0,2008,Manuelle,Diesel,2024-04-03,8.0,0,n/d,No smasrya 2008 dd2012,5.0,Non,n/d,2012,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448862/audi-a4-.html,Non,n/d
MERCEDES Classe c,470000,Meknes,73000.0,2019,Automatique,Diesel,2024-04-03,8.0,Blanc,Berline,"Je mets en vente la classe c pack amg full option camera 360 sièges mémoire sonorisation burmester front assist light assist double toit panoramique coffre électrique eclairage d'ambiance et d'autre option...... emportée neuf modèle
01/2019 avec 73.000 km bien entretenue
pour toute info, merci de me contacter.",5.0,Oui,n/d,n/d,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/448860/mercedes-classe-c-facelift.html,Oui,n/d
RENAULT Clio,118000,Tetouan,99000.0,2017,Manuelle,Diesel,2024-04-03,6.0,0,n/d,Renault clio 4 model 2017 peinture douregin,5.0,Non,n/d,2017,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/419374/renault-clio-.html,Non,n/d
HYUNDAI I30,188000,Tetouan,74000.0,2020,Automatique,Diesel,2024-04-03,6.0,0,n/d,Hyundai i30 automatique 2020,5.0,Non,n/d,2020,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/421278/hyundai-i30-.html,Oui,n/d
FORD Kuga,185000,Tetouan,109000.0,2017,Automatique,Diesel,2024-04-03,8.0,0,n/d,Ford kuga titanium 2017,5.0,Non,n/d,2017,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/430259/ford-kuga-.html,Oui,n/d
LAND-ROVER Range rover evoque,370000,Tetouan,59000.0,2018,Automatique,Diesel,2024-04-03,8.0,0,n/d,Range rover Évoque 2018 inporte km 60,5.0,Oui,n/d,2018,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/430260/land-rover-range-rover-evoque-.html,Oui,n/d
RENAULT Megane,210000,Casablanca,74000.0,2018,Automatique,Diesel,2024-04-03,6.0,0,n/d,Je met en vente une renault megane model 2018 toute option et première main,0.0,Non,n/d,2018,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/428607/renault-megane-.html,Oui,n/d
